Iteration,NB,SVM,LR
0,0.5957446808510638,0.5531914893617021,0.5957446808510638
1,0.5531914893617021,0.574468085106383,0.6170212765957447
2,0.44680851063829785,0.5531914893617021,0.6170212765957447
3,0.574468085106383,0.574468085106383,0.48936170212765956
4,0.574468085106383,0.5531914893617021,0.574468085106383
5,0.6170212765957447,0.5319148936170213,0.5106382978723404
6,0.46808510638297873,0.46808510638297873,0.46808510638297873
7,0.48936170212765956,0.5531914893617021,0.5957446808510638
8,0.46808510638297873,0.48936170212765956,0.5106382978723404
9,0.6170212765957447,0.7021276595744681,0.6808510638297872
10,0.5957446808510638,0.6382978723404256,0.6808510638297872
11,0.5531914893617021,0.48936170212765956,0.5106382978723404
12,0.5106382978723404,0.6170212765957447,0.5531914893617021
13,0.6170212765957447,0.5319148936170213,0.5531914893617021
14,0.5531914893617021,0.48936170212765956,0.5531914893617021
15,0.5531914893617021,0.574468085106383,0.574468085106383
16,0.6595744680851063,0.6595744680851063,0.6170212765957447
17,0.5531914893617021,0.6595744680851063,0.6595744680851063
18,0.6382978723404256,0.5531914893617021,0.5957446808510638
19,0.6382978723404256,0.574468085106383,0.5957446808510638
20,0.5106382978723404,0.5957446808510638,0.574468085106383
21,0.5531914893617021,0.5106382978723404,0.5319148936170213
22,0.40425531914893614,0.48936170212765956,0.48936170212765956
23,0.5531914893617021,0.5319148936170213,0.5319148936170213
24,0.6170212765957447,0.574468085106383,0.6808510638297872
25,0.574468085106383,0.5531914893617021,0.5319148936170213
26,0.6170212765957447,0.5319148936170213,0.5319148936170213
27,0.5957446808510638,0.5957446808510638,0.5531914893617021
28,0.5106382978723404,0.46808510638297873,0.5319148936170213
29,0.574468085106383,0.6382978723404256,0.6170212765957447
30,0.5531914893617021,0.5319148936170213,0.5531914893617021
31,0.574468085106383,0.5319148936170213,0.6595744680851063
32,0.44680851063829785,0.5106382978723404,0.5319148936170213
33,0.6382978723404256,0.6595744680851063,0.6595744680851063
34,0.5957446808510638,0.6170212765957447,0.6170212765957447
35,0.6170212765957447,0.6595744680851063,0.6170212765957447
36,0.6595744680851063,0.723404255319149,0.7021276595744681
37,0.5319148936170213,0.574468085106383,0.5957446808510638
38,0.5957446808510638,0.5957446808510638,0.5957446808510638
39,0.6595744680851063,0.5957446808510638,0.6382978723404256
40,0.5957446808510638,0.5531914893617021,0.5106382978723404
41,0.5531914893617021,0.5957446808510638,0.5531914893617021
42,0.5106382978723404,0.6382978723404256,0.6808510638297872
43,0.574468085106383,0.6170212765957447,0.5957446808510638
44,0.6382978723404256,0.6382978723404256,0.6595744680851063
45,0.6382978723404256,0.5957446808510638,0.5957446808510638
46,0.5957446808510638,0.46808510638297873,0.574468085106383
47,0.44680851063829785,0.5531914893617021,0.48936170212765956
48,0.574468085106383,0.5319148936170213,0.574468085106383
49,0.5531914893617021,0.48936170212765956,0.48936170212765956
