100,0.8085106382978722,0.8340425531914895,0.9063829787234041,0.8413636207580566,0.8611615657806396,0.847412395477295
200,0.7531914893617021,0.851063829787234,0.9106382978723404,0.781721544265747,0.8164311408996582,0.7896524906158447
300,0.8340425531914895,0.8680851063829789,0.9063829787234041,0.8758303165435791,0.8996031761169434,0.8961045265197753
400,0.7957446808510638,0.8468085106382979,0.9106382978723404,0.9296487331390381,0.9354557514190673,0.9076377391815186
500,0.8212765957446809,0.8468085106382979,0.8936170212765957,0.8508681774139404,0.8743775844573974,0.8514545917510986
600,0.8425531914893616,0.8595744680851064,0.9148936170212766,0.7944644451141357,0.8118279457092286,0.8003595352172852
700,0.8340425531914892,0.8723404255319149,0.9106382978723404,0.798215103149414,0.822319221496582,0.8015157222747803
800,0.8085106382978724,0.8680851063829789,0.9276595744680851,0.7932096958160401,0.8201745510101318,0.8077623844146729
900,0.774468085106383,0.897872340425532,0.9531914893617021,0.8119706153869629,0.8311627864837646,0.805686616897583
1000,0.7829787234042553,0.8425531914893616,0.9063829787234041,0.7951760768890381,0.8306826114654541,0.8078145027160645
1100,0.8212765957446807,0.9063829787234043,0.9361702127659575,0.7906071186065674,0.8186884880065918,0.7996062755584716
1200,0.8340425531914892,0.8808510638297872,0.9063829787234043,0.7869315147399902,0.818930721282959,0.7966962337493897
1300,0.7872340425531915,0.8680851063829786,0.9106382978723404,0.7856152534484864,0.812815523147583,0.7939182758331299
1400,0.825531914893617,0.8425531914893616,0.9148936170212766,0.7941894054412841,0.8316627979278565,0.8094902038574219
1500,0.8085106382978724,0.8851063829787235,0.9148936170212766,0.8151274681091308,0.8434305667877198,0.8204780578613281
1600,0.7829787234042553,0.825531914893617,0.876595744680851,0.8084362506866455,0.8403120517730713,0.8117664337158204
1700,0.7957446808510638,0.8638297872340426,0.9276595744680851,0.7938816547393799,0.8310484409332275,0.8079088687896728
1800,0.8468085106382979,0.8851063829787235,0.9319148936170214,0.7935527801513672,0.8149206161499023,0.7938239097595214
1900,0.8468085106382979,0.8382978723404255,0.8893617021276595,0.777394962310791,0.8027543544769287,0.7847923278808594
2000,0.774468085106383,0.8340425531914895,0.8851063829787235,0.7845064163208008,0.8117932319641114,0.7849084377288819
2100,0.902127659574468,0.8851063829787235,0.9531914893617021,0.8078904151916504,0.8285333156585694,0.8102327823638916
2200,0.8085106382978722,0.8680851063829789,0.9106382978723404,0.7907646656036377,0.8158470153808594,0.7964436531066894
2300,0.7829787234042553,0.8340425531914892,0.9063829787234041,0.7845962524414063,0.817537784576416,0.7980449676513672
2400,0.7446808510638298,0.8553191489361701,0.897872340425532,0.8013459205627441,0.8281057357788086,0.8042883396148681
2500,0.8382978723404255,0.8851063829787235,0.9191489361702129,0.7831023693084717,0.8196831226348877,0.7945151805877686
2600,0.8382978723404255,0.8723404255319149,0.9361702127659575,0.777880048751831,0.8058606147766113,0.7924834251403808
2700,0.8638297872340426,0.8723404255319149,0.9361702127659575,0.8448476791381836,0.8731696605682373,0.8612298011779785
2800,0.7446808510638296,0.8382978723404255,0.8936170212765958,0.7954199314117432,0.8271873950958252,0.8020587921142578
2900,0.8170212765957447,0.8893617021276595,0.9148936170212767,0.916513204574585,0.9317634582519532,0.8871675968170166
3000,0.7446808510638296,0.8382978723404255,0.8936170212765958,0.7904290676116943,0.8210135936737061,0.8012394428253173
